group_id,source,dataset,orig_id,caption_id,caption_text,spatial_path,frequency_path,qc_pass,qc_score,seed
6,ml_b,FLUX.1-schnell,1000523639,flickr-5,Two people in the photo are playing the guitar and the other is poking at him.,data/covers/ml_b/g0006__src-ml_b.png,data/covers/ml_b/g0006__src-ml_b.jpg,true,1.0,200048
7,real,Flickr30k,100207720,flickr-15,A young woman with dark hair and wearing glasses is putting white powder on a cake using a sifter.,data/covers/real/g0007__src-real.png,data/covers/real/g0007__src-real.jpg,true,1.0,42
7,ml_a,SDXL,100207720,flickr-15,A young woman with dark hair and wearing glasses is putting white powder on a cake using a sifter.,data/covers/ml_a/g0007__src-ml_a.png,data/covers/ml_a/g0007__src-ml_a.jpg,true,1.0,100049
7,ml_b,FLUX.1-schnell,100207720,flickr-15,A young woman with dark hair and wearing glasses is putting white powder on a cake using a sifter.,data/covers/ml_b/g0007__src-ml_b.png,data/covers/ml_b/g0007__src-ml_b.jpg,true,1.0,200049
8,real,Flickr30k,100577935,flickr-22,A man with a goatee in a black shirt and white latex gloves is using a tattoo gun to place a tattoo on someone's back.,data/covers/real/g0008__src-real.png,data/covers/real/g0008__src-real.jpg,true,1.0,42
8,ml_a,SDXL,100577935,flickr-22,A man with a goatee in a black shirt and white latex gloves is using a tattoo gun to place a tattoo on someone's back.,data/covers/ml_a/g0008__src-ml_a.png,data/covers/ml_a/g0008__src-ml_a.jpg,true,1.0,100050
8,ml_b,FLUX.1-schnell,100577935,flickr-22,A man with a goatee in a black shirt and white latex gloves is using a tattoo gun to place a tattoo on someone's back.,data/covers/ml_b/g0008__src-ml_b.png,data/covers/ml_b/g0008__src-ml_b.jpg,true,1.0,200050
9,real,COCO,000000515289,coco-000000515289,People riding bicycles down the road approaching a bird.,data/covers/real/g0009__src-real.png,data/covers/real/g0009__src-real.jpg,true,1.0,42
9,ml_a,SDXL,000000515289,coco-000000515289,People riding bicycles down the road approaching a bird.,data/covers/ml_a/g0009__src-ml_a.png,data/covers/ml_a/g0009__src-ml_a.jpg,true,1.0,100051
9,ml_b,FLUX.1-schnell,000000515289,coco-000000515289,People riding bicycles down the road approaching a bird.,data/covers/ml_b/g0009__src-ml_b.png,data/covers/ml_b/g0009__src-ml_b.jpg,true,1.0,200051
10,real,Flickr30k,100716317,flickr-26,A person with long gray hair has a beret with beige and white wearing a blue raincoat is painting a marketplace scenery surrounded by other artists and paintings.,data/covers/real/g0010__src-real.png,data/covers/real/g0010__src-real.jpg,true,1.0,42
10,ml_a,SDXL,100716317,flickr-26,A person with long gray hair has a beret with beige and white wearing a blue raincoat is painting a marketplace scenery surrounded by other artists and paintings.,data/covers/ml_a/g0010__src-ml_a.png,data/covers/ml_a/g0010__src-ml_a.jpg,true,1.0,100052
10,ml_b,FLUX.1-schnell,100716317,flickr-26,A person with long gray hair has a beret with beige and white wearing a blue raincoat is painting a marketplace scenery surrounded by other artists and paintings.,data/covers/ml_b/g0010__src-ml_b.png,data/covers/ml_b/g0010__src-ml_b.jpg,true,1.0,200052
11,real,Flickr30k,1001633352,flickr-11,Three young men and a young woman wearing sneakers are leaping in midair at the top of a flight of concrete stairs.,data/covers/real/g0011__src-real.png,data/covers/real/g0011__src-real.jpg,true,1.0,42
11,ml_a,SDXL,1001633352,flickr-11,Three young men and a young woman wearing sneakers are leaping in midair at the top of a flight of concrete stairs.,data/covers/ml_a/g0011__src-ml_a.png,data/covers/ml_a/g0011__src-ml_a.jpg,true,1.0,100053
11,ml_b,FLUX.1-schnell,1001633352,flickr-11,Three young men and a young woman wearing sneakers are leaping in midair at the top of a flight of concrete stairs.,data/covers/ml_b/g0011__src-ml_b.png,data/covers/ml_b/g0011__src-ml_b.jpg,true,1.0,200053
12,real,COCO,000000540186,coco-000000540186,A view of a very large bathroom with mirrored walls.,data/covers/real/g0012__src-real.png,data/covers/real/g0012__src-real.jpg,true,1.0,42
12,ml_a,SDXL,000000540186,coco-000000540186,A view of a very large bathroom with mirrored walls.,data/covers/ml_a/g0012__src-ml_a.png,data/covers/ml_a/g0012__src-ml_a.jpg,true,1.0,100054
12,ml_b,FLUX.1-schnell,000000540186,coco-000000540186,A view of a very large bathroom with mirrored walls.,data/covers/ml_b/g0012__src-ml_b.png,data/covers/ml_b/g0012__src-ml_b.jpg,true,1.0,200054
13,real,COCO,000000204805,coco-000000204805,A large boat filled with mean on wheels.,data/covers/real/g0013__src-real.png,data/covers/real/g0013__src-real.jpg,true,1.0,42
13,ml_a,SDXL,000000204805,coco-000000204805,A large boat filled with mean on wheels.,data/covers/ml_a/g0013__src-ml_a.png,data/covers/ml_a/g0013__src-ml_a.jpg,true,1.0,100055
13,ml_b,FLUX.1-schnell,000000204805,coco-000000204805,A large boat filled with mean on wheels.,data/covers/ml_b/g0013__src-ml_b.png,data/covers/ml_b/g0013__src-ml_b.jpg,true,1.0,200055
14,real,COCO,000000554625,coco-000000554625,a boy wearing headphones using one computer in a long row of computers,data/covers/real/g0014__src-real.png,data/covers/real/g0014__src-real.jpg,true,1.0,42
14,ml_a,SDXL,000000554625,coco-000000554625,a boy wearing headphones using one computer in a long row of computers,data/covers/ml_a/g0014__src-ml_a.png,data/covers/ml_a/g0014__src-ml_a.jpg,true,1.0,100056
14,ml_b,FLUX.1-schnell,000000554625,coco-000000554625,a boy wearing headphones using one computer in a long row of computers,data/covers/ml_b/g0014__src-ml_b.png,data/covers/ml_b/g0014__src-ml_b.jpg,true,1.0,200056
15,real,COCO,000000113588,coco-000000113588,several young students working at a desk with multiple computers,data/covers/real/g0015__src-real.png,data/covers/real/g0015__src-real.jpg,true,1.0,42
15,ml_a,SDXL,000000113588,coco-000000113588,several young students working at a desk with multiple computers,data/covers/ml_a/g0015__src-ml_a.png,data/covers/ml_a/g0015__src-ml_a.jpg,true,1.0,100057
15,ml_b,FLUX.1-schnell,000000113588,coco-000000113588,several young students working at a desk with multiple computers,data/covers/ml_b/g0015__src-ml_b.png,data/covers/ml_b/g0015__src-ml_b.jpg,true,1.0,200057
16,real,Flickr30k,1007129816,flickr-25,The man with pierced ears is wearing glasses and an orange hat.,data/covers/real/g0016__src-real.png,data/covers/real/g0016__src-real.jpg,true,1.0,42
16,ml_a,SDXL,1007129816,flickr-25,The man with pierced ears is wearing glasses and an orange hat.,data/covers/ml_a/g0016__src-ml_a.png,data/covers/ml_a/g0016__src-ml_a.jpg,true,1.0,100058
16,ml_b,FLUX.1-schnell,1007129816,flickr-25,The man with pierced ears is wearing glasses and an orange hat.,data/covers/ml_b/g0016__src-ml_b.png,data/covers/ml_b/g0016__src-ml_b.jpg,true,1.0,200058
17,real,COCO,000000294832,coco-000000294832,A bathroom with an enclosed shower next to a sink and a toilet.,data/covers/real/g0017__src-real.png,data/covers/real/g0017__src-real.jpg,true,1.0,42
17,ml_a,SDXL,000000294832,coco-000000294832,A bathroom with an enclosed shower next to a sink and a toilet.,data/covers/ml_a/g0017__src-ml_a.png,data/covers/ml_a/g0017__src-ml_a.jpg,true,1.0,100059
17,ml_b,FLUX.1-schnell,000000294832,coco-000000294832,A bathroom with an enclosed shower next to a sink and a toilet.,data/covers/ml_b/g0017__src-ml_b.png,data/covers/ml_b/g0017__src-ml_b.jpg,true,1.0,200059
18,real,COCO,000000224736,coco-000000224736,A professional kitchen filled with sinks and appliances.,data/covers/real/g0018__src-real.png,data/covers/real/g0018__src-real.jpg,true,1.0,42
18,ml_a,SDXL,000000224736,coco-000000224736,A professional kitchen filled with sinks and appliances.,data/covers/ml_a/g0018__src-ml_a.png,data/covers/ml_a/g0018__src-ml_a.jpg,true,1.0,100060
18,ml_b,FLUX.1-schnell,000000224736,coco-000000224736,A professional kitchen filled with sinks and appliances.,data/covers/ml_b/g0018__src-ml_b.png,data/covers/ml_b/g0018__src-ml_b.jpg,true,1.0,200060
19,real,COCO,000000079841,coco-000000079841,"Two bikers, one in front of a building, the other in the city.",data/covers/real/g0019__src-real.png,data/covers/real/g0019__src-real.jpg,true,1.0,42
19,ml_a,SDXL,000000079841,coco-000000079841,"Two bikers, one in front of a building, the other in the city.",data/covers/ml_a/g0019__src-ml_a.png,data/covers/ml_a/g0019__src-ml_a.jpg,true,1.0,100061
19,ml_b,FLUX.1-schnell,000000079841,coco-000000079841,"Two bikers, one in front of a building, the other in the city.",data/covers/ml_b/g0019__src-ml_b.png,data/covers/ml_b/g0019__src-ml_b.jpg,true,1.0,200061
20,real,COCO,000000118113,coco-000000118113,this is a very dark picture of a room with a shelf,data/covers/real/g0020__src-real.png,data/covers/real/g0020__src-real.jpg,true,1.0,42
20,ml_a,SDXL,000000118113,coco-000000118113,this is a very dark picture of a room with a shelf,data/covers/ml_a/g0020__src-ml_a.png,data/covers/ml_a/g0020__src-ml_a.jpg,true,1.0,100062
20,ml_b,FLUX.1-schnell,000000118113,coco-000000118113,this is a very dark picture of a room with a shelf,data/covers/ml_b/g0020__src-ml_b.png,data/covers/ml_b/g0020__src-ml_b.jpg,true,1.0,200062
